Alpár;6000;29.436
Fanni;2000;18.768
Péter;1000;13.071
Alpár;16000;31.3487
Alpár;4500;13.5219
Mózes;1000;2.119
Géza;1000;41.2801
Alpár;8000;73.3201
Imnre;1000;2.2813
Zsik;2000;22.2501
Alpár;16000;10.389
Péter;16000;7.1298
Péter;12000;8.2198
Imre;0;2.2328
None;0;6.7518
Alpár;2000;5.3439
None;0;13.471
Alpár;5000;4.3305
Alpár;0;5.9601
None;0;4.5999
Alpár;0;2.2102
Alpár;2000;6.1598
